epoch,lr,train_loss,val_loss,val_rmse_kw,val_mae_kw,val_r2
0,0.00028000000000000003,0.1715171940973639,0.06785804444486326,33.80599594116211,19.799434661865234,0.9304110407829285
1,0.00046000000000000007,0.08124310218475082,0.0771770435461744,36.052642822265625,25.155582427978516,0.920854389667511
2,0.00064,0.0633271163734851,0.07652010125377791,35.89887237548828,26.03164291381836,0.9215280413627625
3,0.0008200000000000001,0.05888295504097768,0.06569794657044724,33.26357650756836,20.65093421936035,0.9326262474060059
4,0.001,0.05990348557220675,0.1169329655300724,44.37736511230469,32.56269073486328,0.8800843954086304
5,0.001,0.048755648440730145,0.11126733294438795,43.2889289855957,29.286827087402344,0.8858945369720459
6,0.0009997293623837584,0.0482899823505688,0.07794256642705104,36.23100662231445,27.93564224243164,0.9200693368911743
7,0.0009989177454732933,0.05020561972350785,0.06837535844963105,33.934608459472656,20.643592834472656,0.9298805594444275
8,0.0009975660367597806,0.049153089420690355,0.08842143271871604,38.58973693847656,28.82079315185547,0.9093231558799744
9,0.0009956757143168527,0.04634990551337066,0.08014318782612274,36.738914489746094,25.294023513793945,0.9178125858306885
10,0.0009932488451843476,0.04246600626996069,0.08151211896962156,37.05135726928711,27.559242248535156,0.9164087176322937
11,0.0009902880831080306,0.046107889473766664,0.08054413231181316,36.8306999206543,25.65369415283203,0.9174013733863831
12,0.0009867966656377629,0.04277702553336285,0.07805563910492783,36.25727462768555,25.365047454833984,0.9199533462524414
13,0.0009827784105872876,0.042881313311167,0.06888549819670088,34.06096267700195,23.425004959106445,0.9293574094772339
14,0.000978237711859507,0.04290118277811807,0.07215864532957963,34.86078643798828,23.28428077697754,0.9260007739067078
15,0.0009731795346418141,0.041786391765248676,0.06823710162864356,33.90028381347656,21.386001586914062,0.9300223588943481
16,0.0009676094099767331,0.039229750612714734,0.07481809533481064,35.49738311767578,23.81049346923828,0.923273503780365
17,0.0009615334287138054,0.04090399493158028,0.06077372897518137,31.992708206176758,17.377206802368164,0.9376760721206665
18,0.0009549582348493354,0.04089351590548337,0.059411325354556566,31.6320743560791,18.84658432006836,0.9390732645988464
19,0.000947891018261278,0.039728486156168065,0.08237771634928516,37.24756622314453,23.591957092285156,0.9155210256576538
20,0.000940339506847212,0.04008921107518443,0.07061256091695665,34.48530197143555,22.076337814331055,0.9275863170623779
21,0.0009323119580739992,0.04188530452898383,0.06232340411980295,32.398033142089844,18.6272029876709,0.936086893081665
22,0.0009238171499483629,0.03937856538975534,0.05774660145894426,31.185754776000977,18.54388999938965,0.9407804012298584
23,0.00091486437141827,0.038177319445721704,0.06458507093494056,32.98064041137695,20.63425636291504,0.933767557144165
24,0.000905463412215599,0.03830034670627807,0.06631141898980558,33.418521881103516,18.702190399169922,0.9319971203804016
25,0.0008956245521512149,0.03852249763023426,0.07644571156286803,35.88141632080078,23.53022575378418,0.921604335308075
26,0.0008853585498741453,0.03829939203649842,0.07213000177604253,34.8538703918457,22.427692413330078,0.926030158996582
27,0.0008746766311071562,0.03768726967829318,0.05875331104371717,31.45641326904297,17.317169189453125,0.9397480487823486
28,0.0008635904763715891,0.03745754098791639,0.07192258658956309,34.80371856689453,19.992956161499023,0.9262428283691406
29,0.0008521122082148818,0.03679293552131364,0.06884862537511059,34.051849365234375,19.465652465820312,0.9293951988220215
30,0.000840254377954742,0.03897781911262468,0.072375534163391,34.91313934326172,23.658889770507812,0.9257783889770508
31,0.0008280299519544635,0.03922289131676198,0.05800731893364198,31.256074905395508,18.944190979003906,0.9405130743980408
32,0.0008154522974444009,0.03722620336723722,0.060032753202596,31.797075271606445,18.82399559020996,0.938435971736908
33,0.0008025351679050974,0.03651024293431566,0.06404272119814906,32.84187316894531,18.26059341430664,0.9343237280845642
34,0.0007892926880280571,0.036806615177264884,0.0589513507534246,31.50938606262207,17.163164138793945,0.9395449161529541
35,0.0007757393382706015,0.035749022215194284,0.06877304279739088,34.03314971923828,19.122941970825195,0.9294727444648743
36,0.0007618899390217015,0.03678273744162778,0.059557952760347255,31.671083450317383,17.457765579223633,0.9389228820800781
37,0.0007477596343961016,0.03605520617493913,0.061145807428112445,32.090492248535156,17.910619735717773,0.9372945427894592
38,0.0007333638756744505,0.035340102086710866,0.0618818012865189,32.28304672241211,17.493860244750977,0.9365397691726685
39,0.000718718404407554,0.034161669784546225,0.07187768094282333,34.79285430908203,21.64408302307129,0.926288902759552
40,0.00070383923520322,0.03449264928164889,0.059957070245606,31.77702522277832,17.8194522857666,0.9385135769844055
41,0.0006887426382145192,0.035764802534636056,0.08088011463564601,36.90743637084961,20.657432556152344,0.9170568585395813
42,0.0006734451213486134,0.03690253238683726,0.07261875619898077,34.97175216674805,20.592792510986328,0.9255289435386658
