epoch,lr,train_loss,val_loss,val_rmse_kw,val_mae_kw,val_r2
0,0.00028000000000000003,0.5217102759468982,0.1681059988144317,53.208946228027344,39.621612548828125,0.8276060223579407
1,0.00046000000000000007,0.2432552330585879,0.1748526117515043,54.26615905761719,41.81819534301758,0.8206873536109924
2,0.00064,0.22985437019797397,0.2603455780308103,66.21678924560547,45.27127456665039,0.7330136895179749
3,0.0008200000000000001,0.21176059433251374,0.1791272792008405,54.92548751831055,39.363807678222656,0.8163036108016968
4,0.001,0.211812701517557,0.16183051157518813,52.20634078979492,38.49620056152344,0.8340415954589844
5,0.001,0.20284337018803789,0.1756267548421693,54.38616180419922,33.475528717041016,0.8198934197425842
6,0.0009997293623837584,0.19816325161575285,0.19651078876576136,57.52892303466797,36.99010467529297,0.7984766960144043
7,0.0009989177454732933,0.19388639573880134,0.1674012463600909,53.097293853759766,35.21149826049805,0.8283287882804871
8,0.0009975660367597806,0.19598557026261468,0.17323755623538636,54.01496124267578,37.481910705566406,0.8223435878753662
9,0.0009956757143168527,0.18190445149568815,0.17407848250344804,54.145904541015625,40.40105056762695,0.8214812278747559
10,0.0009932488451843476,0.21509722577146262,0.22411126908057374,61.436279296875,39.70347213745117,0.7701722383499146
11,0.0009902880831080306,0.2017014938773531,0.26378880384189834,66.65323638916016,41.87782287597656,0.7294825911521912
12,0.0009867966656377629,0.20140248028043217,0.23688187560097115,63.16244888305664,41.869625091552734,0.7570759057998657
13,0.0009827784105872876,0.19547315791618725,0.274113179881716,67.94507598876953,46.443275451660156,0.718894898891449
14,0.000978237711859507,0.1928492098964607,0.17064797804980983,53.6097297668457,38.078529357910156,0.824999213218689
15,0.0009731795346418141,0.1866205030893163,0.194068591939947,57.170326232910156,45.46284103393555,0.8009812235832214
16,0.0009676094099767331,0.19071242315874284,0.2262868009955505,61.73374938964844,43.885047912597656,0.7679412364959717
17,0.0009615334287138054,0.18593565631175502,0.2519365101238418,65.13862609863281,46.45810317993164,0.7416372299194336
18,0.0009549582348493354,0.18430815641216666,0.1766425655350659,54.543209075927734,34.60037612915039,0.8188517689704895
19,0.000947891018261278,0.1780570903100258,0.20661856730779013,58.989906311035156,35.36002731323242,0.7881110906600952
20,0.000940339506847212,0.17788246885639905,0.25869049115584847,66.00597381591797,44.70696258544922,0.7347109317779541
21,0.0009323119580739992,0.18049397547382953,0.21405217727351059,60.041683197021484,45.35002517700195,0.7804878950119019
22,0.0009238171499483629,0.17945076237861118,0.19210193725557276,56.87990951538086,36.2314567565918,0.8029980659484863
23,0.00091486437141827,0.17847305010829748,0.1588591467487356,51.72483825683594,33.05955123901367,0.8370887637138367
24,0.000905463412215599,0.17817444089523032,0.17072776700955272,53.62226104736328,37.926700592041016,0.8249173760414124
25,0.0008956245521512149,0.17876964245124954,0.171099406936781,53.68059158325195,38.961002349853516,0.8245362639427185
26,0.0008853585498741453,0.18640624758461619,0.3201704541516434,73.43170928955078,47.3116569519043,0.6716628670692444
27,0.0008746766311071562,0.17497102702780531,0.16368007171349447,52.50382614135742,34.883480072021484,0.8321448564529419
28,0.0008635904763715891,0.1808676697909011,0.17278142456637055,53.94380187988281,37.06028366088867,0.8228113651275635
29,0.0008521122082148818,0.17849992367518505,0.16595017763434863,52.86666488647461,34.13798522949219,0.8298168182373047
30,0.000840254377954742,0.17345573578655885,0.1819608117876157,55.35820007324219,39.251407623291016,0.8133978247642517
31,0.0008280299519544635,0.17699879399672686,0.2311319601340372,62.39115905761719,40.85792541503906,0.7629724740982056
32,0.0008154522974444009,0.17493903242852077,0.22124059066746404,61.041534423828125,37.301902770996094,0.7731161117553711
33,0.0008025351679050974,0.1733833729563994,0.1691022538910798,53.36638259887695,35.841552734375,0.8265843391418457
34,0.0007892926880280571,0.17454912035261633,0.16837240845127835,53.251094818115234,37.273658752441406,0.8273327946662903
35,0.0007757393382706015,0.17810371308779913,0.17910899441750322,54.92267990112305,38.41497039794922,0.8163224458694458
36,0.0007618899390217015,0.16836666995172,0.19775287660418964,57.71044921875,38.195430755615234,0.7972029447555542
37,0.0007477596343961016,0.17464816734482105,0.16480381974105626,52.68375015258789,33.21166229248047,0.8309924602508545
38,0.0007333638756744505,0.17052426490901915,0.19708034453170548,57.61223220825195,37.613365173339844,0.7978926301002502
39,0.000718718404407554,0.1698883693080303,0.18674484408292613,56.081207275390625,37.509490966796875,0.8084917664527893
40,0.00070383923520322,0.17192324445924154,0.17360222380343682,54.07178497314453,33.1513786315918,0.8219696283340454
41,0.0006887426382145192,0.1691035511736699,0.17417074430509993,54.16025161743164,35.346805572509766,0.8213865756988525
42,0.0006734451213486134,0.1675928035140366,0.1535095456845122,50.84646224975586,32.09208679199219,0.8425748348236084
43,0.000657963412215599,0.16787059206936314,0.16216729231219473,52.26063537597656,34.59529113769531,0.8336962461471558
44,0.0006423144398371131,0.17051466470250742,0.2034487660791053,58.53566360473633,36.55361557006836,0.7913618087768555
45,0.0006265153161346956,0.1695103015617234,0.1637154600170792,52.509498596191406,34.29255294799805,0.8321085572242737
46,0.0006105833172181548,0.16597212485702242,0.16009091964510622,51.92498779296875,35.22295379638672,0.8358255624771118
47,0.0005945358644943945,0.172376831454679,0.16324899813842253,52.43464279174805,36.80244445800781,0.832586944103241
48,0.0005783905056173618,0.17042554607076094,0.1762002551001929,54.474884033203125,36.79083251953125,0.8193053007125854
49,0.0005621648952999453,0.1650675136606227,0.15777299830008074,51.54771041870117,32.13471603393555,0.8382025957107544
50,0.0005458767760088046,0.16635106540908498,0.24420326720169985,64.13111877441406,39.06155776977539,0.7495676875114441
51,0.000529543958563245,0.16586245263903593,0.18893691815965163,56.409393310546875,36.82057571411133,0.8062437772750854
52,0.0005131843026593475,0.16468665956137266,0.22020487210463957,60.89848709106445,39.689090728759766,0.7741782665252686
53,0.0004968156973406526,0.1659789518876509,0.20220922300072966,58.35707473754883,36.443504333496094,0.7926329374313354
54,0.00048045604143675494,0.16385993817128425,0.15915579646011518,51.77311325073242,31.789806365966797,0.8367845416069031
55,0.00046412322399119553,0.1641382249918851,0.16996989639404694,53.50311279296875,33.39827346801758,0.8256946206092834
56,0.0004478351047000549,0.161025768674438,0.17622007274888252,54.47794723510742,34.27055358886719,0.8192850351333618
57,0.0004316094943826382,0.15906187969955202,0.2179789469053185,60.589908599853516,40.206180572509766,0.7764609456062317
58,0.00041546413550560575,0.16230012156254003,0.16452281050831893,52.638816833496094,34.15523910522461,0.8312805891036987
59,0.00039941668278184537,0.16177298428270115,0.21570733205868248,60.27336883544922,39.67523193359375,0.7787905335426331
60,0.00038348468386530446,0.1643582689203835,0.17300996632198168,53.97946548461914,35.030269622802734,0.8225769996643066
61,0.0003676855601628871,0.16354672475294632,0.27083931407316136,67.53810119628906,42.3020133972168,0.7222523093223572
62,0.0003520365877844011,0.16164060495280694,0.17623935867854154,54.480926513671875,33.531734466552734,0.8192652463912964
