epoch,lr,train_loss,val_loss,val_rmse_kw,val_mae_kw,val_r2
0,0.00028000000000000003,0.19698837220915094,0.08862235042892519,38.63355255126953,24.8045654296875,0.9091171026229858
1,0.00046000000000000007,0.08486364942977907,0.08213604607013732,37.19289016723633,22.029706954956055,0.9157688617706299
2,0.00064,0.07371227369328176,0.07608018860302336,35.795536041259766,26.11486053466797,0.9219791889190674
3,0.0008200000000000001,0.06839099873278096,0.08890297159023298,38.694671630859375,26.31670570373535,0.9088293313980103
4,0.001,0.05868144287181295,0.0771891786182513,36.055477142333984,25.42522621154785,0.9208419322967529
5,0.001,0.057429794478679165,0.09419519808448729,39.82973098754883,27.300695419311523,0.9034021496772766
6,0.0009997293623837584,0.051100286580724824,0.08304771392153261,37.39873123168945,29.23670196533203,0.9148339629173279
7,0.0009989177454732933,0.05065608995943523,0.08985335833795084,38.90094757080078,26.935258865356445,0.9078547358512878
8,0.0009975660367597806,0.05074236989431802,0.09665266739947548,40.345951080322266,28.301902770996094,0.9008820056915283
9,0.0009956757143168527,0.04534725996745191,0.09355067174698485,39.693233489990234,29.490074157714844,0.9040631055831909
10,0.0009932488451843476,0.05893116200614731,0.11549014691772357,44.10272979736328,32.41881561279297,0.8815640211105347
11,0.0009902880831080306,0.04646281444418857,0.11836507112357786,44.64828872680664,27.382585525512695,0.8786157369613647
12,0.0009867966656377629,0.04694427800757333,0.07101474924247121,34.583370208740234,26.03862953186035,0.9271738529205322
13,0.0009827784105872876,0.04406332097352372,0.08519355146611324,37.878814697265625,28.044586181640625,0.9126333594322205
14,0.000978237711859507,0.0444527278980112,0.06985102455472686,34.2988395690918,23.158397674560547,0.9283672571182251
15,0.0009731795346418141,0.0427631524394038,0.1203161143377179,45.0147590637207,32.402645111083984,0.8766149282455444
16,0.0009676094099767331,0.042296972998081814,0.08035631498189572,36.7877311706543,28.76642608642578,0.9175940155982971
17,0.0009615334287138054,0.04380852373999341,0.06917920543766412,34.13349914550781,23.815643310546875,0.9290562272071838
18,0.0009549582348493354,0.03969622744098511,0.06983564646476931,34.29506301879883,23.090238571166992,0.9283830523490906
19,0.000947891018261278,0.04454791322145252,0.08748084876706691,38.38393783569336,28.875560760498047,0.9102877378463745
20,0.000940339506847212,0.039054058759008886,0.06560610941117578,33.240318298339844,22.003997802734375,0.932720422744751
